"isbn","titulo","inicial_titulo","autor","editorial","anio de publicacion","numero de paginas","idioma","generos palabras clave","Dewey","Cutte Sanborn","rotulo unica","comentarios"
"1598451782","Thanksgiving Day (All About Holidays)","t","Goeller, Dorothy ","Enslow Elementary","2010","23","IN","Children's nonfiction; Holidays; Thanksgiving history; American traditions","394.2","G595","394.2 G595t","x"
"0590493574","Everything You Need To Know About Science Homework (Everything You Need To Know..)","e","Zeman, Anne","Scholastic Reference","1997","144","IN","Children's reference; Science education; Homework help; Study guides","500","Z53","500 Z53e","x"
"0374461902","Rain Forest","r","Cowcher, Helen ","Farrar, Straus and Giroux (BYR)","1990","32","IN","Children's fiction; Rain forests; Conservation; Ecology; Animals","634.0","C874","634.0 C874r","x"
"9780791009659","Bigger Thomas (Major Literary Characters)","b","Bloom, Harold","Chelsea House Pub","1990","120","IN","Literary criticism; Character analysis; Richard Wright; Native Son; American literature","813.5","B655","813.5 B655b","x"
"1121937772","Victorian and Later English Poets","v","Stephens, James; Edwin L. Beck; Royall H. Snow","American Book Company","1937","1380","IN","Poetry anthologies; English poetry; Victorian era; Literary collections","821.8","St833","821.8 St833v","x"
"0877547084","James Baldwin (Bloom's Modern Critical Views)","j","Bloom, Harold","Chelsea House Pub","1986","164","IN","Literary criticism; American literature; African American authors; Essays","818.5","B655","818.5 B655j","x"
"0877547165","J.D. Salinger (Bloom's Modern Critical Views)","j","Bloom, Harold","Chelsea House Pub","1987","147","IN","Literary criticism; American literature; 20th century; The Catcher in the Rye","813.5","B655","813.5 B655j","-"
"1555460135","Mark Twain's Adventures of Huckleberry Finn (Modern Critical Interpretations)","m","Bloom, Harold","Chelsea House Pub","1986","143","IN","Literary criticism; Mark Twain; American literature; 19th century","823.8","B655","823.8 B655m","x"
"0877547440","Thomas Hardy's Tess of the D'Urbervilles (Modern Critical Interpretations)","t","Bloom, Harold","Chelsea House Pub","1987","150","IN","Literary criticism; English literature; Thomas Hardy; Victorian fiction","823.8","B655","823.8 B655t","x"
"0521732328","Grammar Practice Activities Paperback with CD-ROM: A Practical Guide for Teachers (Cambridge Handbooks for Language Teachers)","g","Ur, Penny","Cambridge University Press","2009","335","IN","Language teaching; English grammar; Classroom activities; ELT methodologies","428.0","Ur72","428.0 Ur72g","x"
"1555460046","Stephen Crane's The Red Badge of Courage (Bloom's Modern Critical Interpretations)","s","Cather, Willa; Bloom Harold ","Chelsea House Pub","2000","152","IN","Literary criticism; Stephen Crane; American literature; Historical fiction","813.4","C363","813.4 C363s","x"
"0877546304","Carson McCullers (Bloom's Modern Critical Views)","c","Bloom, Harold","Chelsea House Pub","1986","159","IN","Literary criticism; American literature; Southern Gothic; 20th century","813.5","B655","813.5 B655c","x"
"9586140857","El túnel","e","Sábaro, ernesto","Carvajal S.A","1984","137","ES","Novela argentina; Existencialismo; Novela psicológica; Siglo XX","863.0","Sa113","863.0 Sa113e","x"
"9789585505032","Fausto","f","Von, Johann Wolfgang Goethe","Comcosur","2018","338","ES","Teatro alemán; Poesía dramática; Tragedia; Romanticismo","832.6","V945","832.6 V945f","x"
"0915741849","Nuestra Fantastica Tierra (Discovery Library) (Spanish Edition)","n","Baxter, Nicola","Ignatius Press","1997","32","ES","Literatura infantil; Geografía; Ciencias de la tierra; Divulgación científica","550.0","B355","550.0 B355n","x"
"689852320","A Pickles Passover","a","Richie Chevat","Simon Spotlight","2003","24","IN","Children's fiction; Passover; Jewish holidays; Rugrats television program","862.6","R531","862.6 R531a","x"
"0590769723","Possum's Harvest Moon","p","Hunter, Anne","Scholastic Inc","1996","28","IN","Children's fiction; Autumn; Animals; Moon","813.5","H945","813.5 H945p","x"
"0673270823","Te England In Literature","t","Foresman, Scott ","Addison Wesley/Scott Foresman","1989","","IN","Anthologies; English literature; Literary history; Textbooks","800","F716","800 F716t","x"
"9789583046537","Catalina Seguridad","c","Modiano, Patrick","Panamericana","2015","98","ES","Novela francesa; Literatura infantil; Relaciones familiares; Siglo XX","843.9","M692","843.9 M692c","x"
"0848951093","Vest Pocket Arabic (Cortina Language Series)","v","Berberi, Dilaver ","Cortina","1999","251","IN/AR","Language learning; Arabic grammar; Phrasebooks; Vocabularies","492.0","B484","492.0 B484v","x"
"0439895952","Thanksgiving Turkey Trouble","t","Klein, Abby","The Blue Sky Press","2008","96","IN ","Children's fiction; School stories; Thanksgiving; Humorous stories","394.2","K64","394.2 K64t","x"
"9780547577203","Just Grace and the Flower Girl Power (8) (The Just Grace Series)","j","Harper, Charise Mericle","Houghton Mifflin Harcourt","2012","192","IN ","Children's fiction; Friendship; School stories; Weddings","813.2","H293","813.2 H293j","x"
"0746038771","El Vestido Y LA Moda: Ayer Y Hoy (Flip Flap Usborne) (Spanish Edition)","e","Smith, Alastair","Usborne Pub Ltd","2000","16","ES","Historia del vestido; Moda; Historia social; Libros interactivos","391.0","Sm642","391.0 Sm642e","x"
"0679890645","Buffalo Before Breakfast (Magic Tree House #18)","b","Pope, Mary Osborne ","Random House Books for Young Readers","1999","68","IN ","Children's fiction; Time travel; Native Americans; Great Plains","813.5","P826","813.5 P826b","x"
"9780545295031","Save the Earth!","s","Klein, Abby","Scholastic Inc","2012","89","IN ","Children's fiction; Environmental awareness; School stories; Earth Day","563.0","K64","563.0 K64s","x"
"9780547152240","Just Grace and the Terrible Tutu","j","Harper, Charise Mericle","HMH Books for Young Readers","2011","176","IN","Children's fiction; Friendship; School stories; Dancing","813.6","H293","813.6 H293j","x"
"8481301566","La vida es sueño","l","De La Barca, Calderon","Bibliotex, S.L.","2000","100","ES","Teatro barroco; Drama español; Siglo de Oro; Filosofía","862.3","D278","862.3 D278l","x"
"9780547634128","Just Grace, Star on Stage (9) (The Just Grace Series)","j","Harper, Charise Mericle","Houghton Mifflin Harcourt","2012","194","IN","Children's fiction; Friendship; School stories; Theater","421.0","H293","421.0 H293j","x"
"9789583047510","En el lejano oeste. Los tres pequeños detectives","e","Ulf, Blanck","Panamericana","2015","90","ES","Literatura infantil; Misterio; Detectives; Aventuras","833.9","Ul38","833.9 Ul38e","x"
"","La vida de lazarillo de tormes ","l","","Ginesta S.A.S","2020","","ES","Novela picaresca; Clásicos españoles; Siglo de Oro; Satira social","863.2","LAZ","863.2 LAZl","no existe"
"","Mis aventuras Platero ","m","","Ginesta S.A.S","2021","","ES","Literatura infantil; Adaptaciones; Poesía en prosa; Burros","861","JIM","861 JIMm","no existe"
"","El joven mago","e","","Ginesta S.A.S","2020","","ES","Literatura infantil; Magia; Fantasía; Aventuras","863","GJO","863 GJOe","no existe"
"1570281823","The Non-Runner's Marathon Trainer","t","Whitsett, David A. ","McGraw Hill","1998","","IN ","Sports and recreation; Running; Marathon training; Physical fitness","796.4","W623","796.4 W623t","x"
"0812063643","Handel (Famous Children Series)","h","Rachlin, Ann","Childrens Press","1992","24","IN ","Children's nonfiction; Biography; Composers; George Frideric Handel","780.9","R119","780.9 R119h","x"
"1432908189","Bullying","b","Raum, Elizabeth","Heinemann Library","2008","32","IN","Children's nonfiction; School safety; Social issues; Interpersonal relations","302.3","R246","302.3 R246b","x"
"0060271434","What Is the World Made Of?: All About Solids, Liquids, and Gases","w","Weidner, Kathleen Zoehfeld ","HarperCollins","1998","32","IN","Children's nonfiction; States of matter; Chemistry for kids; Physical sciences","530.4","W418","530.4 W418w","x"
"0516261169","Tropical Forest Mammals (True Book)","t","Landau, Elaine ","Childrens Pr","1997","48","IN","Children's nonfiction; Rain forest animals; Mammals; Zoology","599.0","L253","599.0 L253t","x"
"9780241001790","""Economist"" Style Guide (""Economist"" Books)","e","Economist, The","","","","","","808.0","Ec19","808.0 Ec19e","x"
"9780205141746","A History of Psychology: Ideas and Context","a","King, D. Brett; Viney, Wayne","","","","","","150.9","K52","150.9 K52a","x"
"9781416604235","Activating the Desire to Learn","a","Sullo, Bob","","","","","","370.1","Su952","370.1 Su952a","x"
"9781416627074","All Learning Is Social and Emotional: Helping Students Develop Essential Skills for the Classroom and Beyond","a","Frey, Nancy; Fisher, Douglas; Smith, Dominique","","","","","","370.1","F893","370.1 F893a","x"
"9781416614401","Assignments Matter: Making the Connections That help Students Meet Standards","a","Dougherty, Eleanor","","","","","","370.1","D732","370.1 D732a","x"
"9781416620624","Better Than Carrots or Sticks: Restorative Practices for Positive Classroom Management","b","Smith, Dominique; Fisher, Douglas; Frey, Nancy","","","","","","370.1","Sm645","370.1 Sm645b","x"
"9781416610670","Brain Matters: Translating Research into Classroom Practice","b","Wolfe, Patricia","","","","","","370.1","W855","370.1 W855b","x"
"9781608680733","Brain Power: Improve Your Mind as You Age","b","Gelb, Michael J.; Howell, Kelly; Buzan, Tony","","","","","","155.6","G314","155.6 G314b","x"
"9780979777745","Brain Rules: 12 Principles for Surviving and Thriving at Work, Home, and School","b","Medina, John","","","","","","612.8","M491","612.8 M491b","x"
"9780742523814","Comparative Education: The Dialectic of the Global and the Local","c","Arnove, Robert F.; Torres, Carlos Alberto","","","","","","370.9","Ar766","370.9 Ar766c","< falta"
"9780470486788","Finding Mrs. Warnecke: The Difference Teachers Make","f","Rigsbee, Cindi; Miller, Donalyn","","","","","","371.1","R572","371.1 R572f","x"
"9781579224622","From Brain to Mind: Using Neuroscience to Guide Change in Education","f","Zull, James E.","","","","","","612.8","Z94","612.8 Z94f","x"
"9780865304574","If You Don't Feed the Teachers They Eat the Students!: Guide to Success for Administrators and Teachers","i","Connors, Neila A.; Streams, Jennifer J.","","","","","","371.2","C752","371.2 C752i","x"
"9780062020703","inGenius: A Crash Course on Creativity","i","Seelig, Tina","","","","","","153.3","Se452","153.3 Se452i","x"
"9781416608080","Leading Change in Your School: How to Conquer Myths, Build Commitment, and Get Results","l","Reeves, Douglas B.","","","","","","371.2","R332","371.2 R332l","x"
"9781416614418","Learning Targets: Helping Students Aim for Understanding in Today's Lesson","l","Moss, Connie M.; Brookhart, Susan","","","","","","371.3","M913","371.3 M913l","x"
"9780803964129","Local Control and Accountability: How to Get It, Keep It, and Improve School Performance","l","Sagor, Richard D.","","","","","","379.1","Sa129","379.1 Sa129l","x"
"9781416622079","Making Teachers Better, Not Bitter: Balancing Evaluation, Supervision, and Reflection for Professional Growth","m","Frontier, Tony; Mielke, Paul","","","","","","370.7","F935","370.7 F935m","x"
"9780415228855","Managing International Schools","m","Blandford, Sonia; Shaw, Marian","","","","","","371.2","B642","371.2 B642m","x"
"9781416604624","Managing Your Classroom with Heart: A Guide for Nurturing Adolescent Learners","m","Ridnouer, Katy","","","","","","371.1","R546","371.1 R546m","x"
"9781416615286","Never Underestimate Your Teachers: Instructional Leadership for Excellence in Every Classroom","n","Jackson, Robyn R.","","","","","","371.2","J13","371.2 J13n","x"
"9781416607571","Never Work Harder Than Your Students & Other Principles of Great Teaching","n","Jackson, Robyn R.","","","","","","371.1","J13","371.1 J13n","x"
"9780787964276","Reframing Organizations Artistry, Choice, and Leadership (Jossey Bass Business & Management Series)","r","Bolman, Lee G.; Deal, Terrence E.","","","","","","658.4","B692","658.4 B692r","x"
"9781416619901","School Culture Rewired: How to Define, Assess, and Transform It","s","Gruenert, Steve; Whitaker, Todd","","","","","","370.1","G886","370.1 G886s","x"
"9781416605713","The Art And Science Of Teaching: A Comprehensive Framework For Effective Instruction","t","Marzano, Robert J.","","","","","","371.1","M393","371.1 M393t","x"
"9780143113102","The Brain That Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science","t","Doidge, Norman","","","","","","370.1","D657","370.1 D657t","x"
"9780761947493","The New Work of Educational Leaders: Changing Leadership Practice in an Era of School Reform","t","Gronn, Peter","","","","","","371.2","G876","371.2 G876t","x"
"9781416620082","17, 000 Classroom Visits Can t Be Wrong: Strategies That Engage Students, Promote Active Learning, and Boost Achievement","c","Antonetti, John V.; Garver, James R.","","","","","","371.1","An634","371.1 An634c","x"
"9789584817259","1984","1","Orwell, George","","","","","","823.9","Or79","823.9 Or791","x"
"9780325008660","Breathing Life Into Essays (Grades 3-5)","b","Calkins, Lucy; Gillette, Cory","","","","","","372.6","C155","372.6 C155b","x"
"9780312258252","FieldWorking: Reading and Writing Research","f","Sunstein, Bonnie S.","","","","","","305.8","Su958","305.8 Su958f","x"
"9780823415694","Gods and Goddesses of the Ancient Norse","g","Fisher, Leonard Everett","","","","","","293.2","F534","293.2 F534g","x"
"9780325008615","GUIDE TO WRITING WORKSHOP-GRADES 3-5","g","Calkins, Lucy","","","","","","372.6","C155","372.6 C155g","x"
"9780325003108","Guiding Readers and Writers (Grades 3-6): Teaching, Comprehension, Genre, and Content Literacy","g","Fountas, Irene C.; Pinnell, Gay Su","","","","","","372.6","F771","372.6 F771g","x"
"9781416614081","How to Create a Culture of Achievement in Your School and Classroom","h","Fisher, Douglas; Frey, Nancy; Pumpian, Ian","","","","","","371.2","F533","371.2 F533h","x"
"9780194372220","Language Testing (Oxford Introduction to Language Series)","l","McNamara, Tim; Widdowson, H.G.","","","","","","418.0","M478","418.0 M478l","x"
"9780325008639","Launching the Writing Workshop (Grades 3 - 5)","l","Calkins, Lucy; Martinelli, Marjorie","","","","","","372.6","C155","372.6 C155l","x"
"9780325008653","Literary Essays: Writing About Reading (Grades 3-5)","l","Calkins, Lucy","","","","","","372.6","C155","372.6 C155l","x"
"9780325008677","Memoir: The Art of Writing Well Grades 3-5","m","Calkins, Lucy","","","","","","372.6","C155","372.6 C155m","x"
"9780756940775","Poetry in Six Dimensions","p","Clark, Carol; Fifer, Norma","","","","","","808.8","","808.8 p","x"
"9780131991286","Principles of Language Learning and Teaching","p","Brown, H. Douglas","","","","","","418.0","B878","418.0 B878p","x"
"9780325008646","Raising the Quality of Narrative Writing Grades 3-5","r","Calkins, Lucy","","","","","","372.6","C155","372.6 C155r","x"
"9780325004921","Reading Essentials: The Specifics You Need to Teach Reading Well","r","Routman, Regie","","","","","","372.4","R869","372.4 R869r","x"
"9789582011642","SABER COMPRENDER","s","Tuffanelli, Luigi","","","","","","418.4","T914","418.4 T914s","x"
"9789582011710","SABER INTERPRETAR","s","Maghei, Amalia Murcio","","","","","","418.0","M193","418.0 M193s","x"
"9781416602279","School Leadership That Works: From Research to Results","s","Marzano, Robert J.; Waters, Timothy","","","","","","371.2","M393","371.2 M393s","x"
"9780061336461","The Language Instinct: How the Mind Creates Language","t","Pinker, Steven","","","","","","400","P655","400 P655t","x"
"9780521315517","Understanding Research in Second Language Learning: A Teacher's Guide to Statistics and Research Design (Cambridge Language Teaching Library)","u","Brown, James Dean","","","","","","418.0","B878","418.0 B878u","x"
"9780325008622","Writing Fiction: Big Dreams, Tall Ambitions Grades 3-5","w","Calkins, Lucy","","","","","","372.6","C155","372.6 C155w","x"
"9780472036707","4 Point Speaking for Academic Purposes: Introduction to EAP","f","Lockwood, Robyn Brinks; Folse, Keith S.","","","","","","428.0","L817","428.0 L817f","< falta"
"9780030335280","Applied English Grammar","a","Byrd, Patricia; Benson, Beverly","","","","","","428.2","B995","428.2 B995a","<"
"9780689711374","Changes, Changes (Aladdin Picture Books)","c","Hutchins, Pat","","","","","","823.9","H974","823.9 H974c","<"
"9780325004099","Phonics Lessons: Letters, Words, and How They Work: Grade 2","p","Fountas, Irene C.; Fountas, Irene C.","","","","","","372.4","F771","372.4 F771p","<"
"9780439282314","Picture Sorting for Phonemic Awareness: Reproducible Picture Cards with Hands-On Sorting Games & Activities That Get Kids Ready for Reading","p","Leber, Nancy Jolson","","","","","","372.4","L443","372.4 L443p","<"
"9780521633543","Planning Lessons and Courses: Designing Sequences of Work for the Language Classroom (Cambridge Handbooks for Language Teachers)","p","Woodward, Tessa","","","","","","418.0","W912","418.0 W912p","<"
"9780673361608","Playing Together, Learning Together","p","Barrett, Joan; Thompson, Linda","","","","","","372.2","B274","372.2 B274p","<"
"9788483227275","Psicología: Una introducción","p","Lilienfeld, Scott O.; Lynn, Steven Jay; Namy, Laura L.; Woolf, Nancy J.","","","","","","150.0","L728","150.0 L728p","<"
"9781557997845","Read and Understand Celebrating Diversity Grades 4-6","r","Heidrich, Delana","","","","","","372.6","H465","372.6 H465r","<"
"9780838802182","Teacher's Word Lists for Reference (Revised Edition)","t","Slingerland, Beth H.","","","","","","428.0","Sl633","428.0 Sl633t","<"
"9781934000007","Teaching Adolescent English Language Learners: Essential Strategies for Middle and High School","t","M.Ed., Nancy Cloud; M.Ed., Judah Lakin; Ed.D., Erin Leininger; Maxwell, Laura","","","","","","371.8","M999","371.8 M999t","<"
"9780521729765","Teaching Pronunciation","t","Celce-Murcia, Marianne; Brinton, Donna M.; Goodwin, Janet M.; Griner, Barry","","","","","","418.0","C392","418.0 C392t","<"
"9781328710284","Ted Talks: The Official TED Guide to Public Speaking","t","Anderson, Chris J.","","","","","","808.5","An545","808.5 An545t","<"
"9780812386752","The writer's craft","t","Blau, Sheridan D","","","","","","808.0","B645","808.0 B645t","<"
"9780325006147","Word Study Lessons: Phonics, Spelling, and Vocabulary/Teaching Resources, Grade 3","w","Fountas, Irene C.; Pinnell, Gay Su","","","","","","372.4","F771","372.4 F771w","<"
"9780136119029","Words Their Way with English Learners: Word Study for Phonics, Vocabulary, and Spelling (Words Their Way Series)","w","Helman, Lori R.; Bear, Donald; Mifflin, Houghton; Invernizzi, Marcia; Johnston, Francine","","","","","","428.2","H478","428.2 H478w","hasta aqui"
"9781416609117","Advancing Formative Assessment in Every Classroom: A Guide for Instructional Leaders","a","Moss, Connie M.; Brookhart, Susan M.","","","","","","371.2","M913","371.2 M913a","x"
"9780972750776","Assessment & Accountability in Language Education Programs: A Guide for Administrators and Teachers","a","Gottlieb, Margo; Ph.D., Diep Nguyen","","","","","","428.0","G686","428.0 G686a","x"
"9780871202505","Assessment in the Learning Organization: Shifting the Paradigm","a","Development, Association for Supervision and Curriculum; Costa, Arthur L.; Kallick, Bena","","","","","","379.1","D489","379.1 D489a","x"
"9788439717119","Autobiografía ; L'Oro de Mallorca (Oscar Mondadori) (Spanish Edition)","a","Darío, Rubén","","","","","","863.5","D218","863.5 D218a","x"
"9780871209726","Building Background Knowledge for Academic Achievement: Research on What Works in Schools (Professional Development)","b","Marzano, Robert J.","","","","","","371.2","M393","371.2 M393b","x"
"9780205318506","Comprehensive Classroom Management: Creating Communities of Support and Solving Problems (6th Edition)","c","Jones, Vern","","","","","","371.1","J79","371.1 J79c","x"
"9789580409779","El hombre muerto","e","Quiroga, Horacio","","","","","","863.6","Q8","863.6 Q8e","x"
"9781416615491","Engaging Teachers in Classroom Walkthroughs","e","Kachur, Donald S.; Stout, Judith A.; Edwards, Claudia L.","","","","","","371.1","K11","371.1 K11e","x"
"9788431672362","HALLOWEEN HORROR N/E (FREE AUDIO)","h","S.R.L., Cideb Editrice","","","","","","428.0","S.998","428.0 S.998h","x"
"9781416607366","How to Give Effective Feedback to Your Students","h","Brookhart, Susan M.","","","","","","","B872"," B872h","x"
"9789587717853","La Lingüística: Una reflexión en torno al proceso de aprendizaje para docentes (Spanish Edition)","l","Molina, Sr. Sandra Liliana Rojas","","","","","","410.7","M722","410.7 M722l","x"
"9789681600662","Las corrientes literarias en la América hispánica (Spanish Edition)","l","Ureña, Pedro Henríquez","","","","","","371.1","Ur75","371.1 Ur75l","x"
"9780198781813","Leadership: Classical, Contemporary, and Critical Approaches (Oxford Management Readers)","l","Grint, Keith","","","","","","860.9","G868","860.9 G868l","x"
"9780205627578","Making Content Comprehensible for Secondary English Learners: The SIOP Model (SIOP Series)","m","Echevarria, Jana; Vogt, MaryEllen; Short, Deborah J.","","","","","","658.4","Ec18","658.4 Ec18m","x"
"9781416606482","Making Standards Useful in the Classroom","m","Marzano, Robert J.","","","","","","428.0","M393","428.0 M393m","x"
"9781118455432","Making Waves: The Story of Variationist Sociolinguistics","m","Tagliamonte, Sali A","","","","","","379.1","T126","379.1 T126m","x"
"9789588845142","Mil orejas","m","Llano, Pilar Gutiérrez; Mesa, Samuel Castaño","","","","","","863.0","L791","863.0 L791m","x"
"9780205389278","Models of Teaching","m","Joyce, Bruce R.; Weil, Marsha; Calhoun, Emily","","","","","","371.3","J89","371.3 J89m","x"
"9780325009063","Practical Punctuation: Lessons on Rule Making and Rule Breaking in Elementary Writing","p","Feigelson, Dan; Anderson, Carl","","","","","","372.6","F297","372.6 F297p","x"
"9780871205742","Problems as Possibilities: Problem-Based Learning for K-16 Education (2nd Edition)","p","Torp, Linda","","","","","","375.0","T686","375.0 T686p","x"
"9780871202888","Promoting Social and Emotional Learning: Guidelines for Educators","p","Elias, Maurice J.","","","","","","370.1","El42","370.1 El42p","x"
"9780205412068","School and Community Relations, The (8th Edition)","s","Gallagher, Donald R.; Bagin, Don H.; Moore, Edward H.","","","","","","370.1","G162","370.1 G162s","x"
"9780135031506","Science in Elementary Education: Methods, Concepts, and Inquiries","s","Peters, Joseph; Stout, David","","","","","","372.3","P482","372.3 P482s","x"
"9781416604112","Teachers as Classroom Coaches: How to Motivate Students Across the Content Areas","t","Stix, Andi; Hrbek, Frank","","","","","","370.1","St862","370.1 St862t","x"
"9789681651091","Teorías de la lírica","t","Guerrero, Gustavo","","","","","","809.1","G934","809.1 G934t","x"
"9780740719127","The Art Of Teaching","t","Howard, Vicki; Regan, Patrick T.","","","","","","370.1","H852","370.1 H852t","x"
"9780205946280","The Essential Elements of Public Speaking (5th Edition) (Mycommunicationlab)","t","DeVito, Joseph A.","","","","","","808.5","D496","808.5 D496t","x"
"9789580413066","Todos los Fuegos el Fuego / A propósito de Julio Cortázar y su obra","t","Cortázar, Julio","","","","","","863.6","C827","863.6 C827t","x"
"9781416606673","Transformative Assessment","t","Popham, W. James","","","","","","371.2","P827","371.2 P827t","x"
"9781424006250","Well Said: Pronunciation for Clear Communication","w","Grant, Linda","","","","","","428.3","G762","428.3 G762w","x"
"9780871203694","Activating & Engaging Habits of Mind (Habits of Mind, Bk. 2)","a","Kallick, Bena","","","","","","155.4","K14","155.4 K14a","x"
"9789586553797","Aproximación al texto escrito","a","Díaz, Álvaro","","","","","","808.0","D542","808.0 D542a","x"
"9780130851154","Argument: Critical Thinking, Logic and the Fallacies","a","Woods, John Hayden; Irvine, Andrew D.; Walton, Douglas N.","","","","","","160.0","W895","160.0 W895a","x"
"9780521804875","Assessing Speaking (Cambridge Language Assessment)","a","Luoma, Sari","","","","","","418.0","L964","418.0 L964a","x"
"9780972750707","Building on Community Bilingualism","b","Freeman, Rebecca D.","","","","","","370.1","F855","370.1 F855b","x"
"9780801311857","Classroom Management and Discipline: Methods to Facilitate Cooperation and Instruction","c","Burden, Paul R.","","","","","","371.1","B949","371.1 B949c","x"
"9780131116979","Classroom Motivation","c","Anderman, Eric M.; Anderman, Lynley Hicks","","","","","","370.1","An543","370.1 An543c","x"
"9781929024414","Cognitive Coaching: A Foundation for Renaissance Schools","c","Costa, Arthur L.; Costa, Arthur L.; Garmston, Robert J.; Anderson, Robert H.","","","","","","371.0","C837","371.0 C837c","x"
"9788474327243","Cómo escribir trabajos de investigación (Herramientas Universitarias) (Spanish Edition)","c","Walker, Melissa Graves","","","","","","808.0","W182","808.0 W182c","x"
"9781416607083","Detracking for Excellence and Equity","d","Burris, Carol Corbett; Garrity, Delia T.","","","","","","371.2","B971","371.2 B971d","x"
"9780791059234","Erich Maria Remarque's All Quiet on the Western Front","e","Bloom, Harold","","","","","","833.0","B655","833.0 B655e","x"
"9781416606086","Getting to ""Got It!"": Helping Struggling Students Learn How to Learn","g","Garner, Betty K.","","","","","","370.1","G234","370.1 G234g","x"
"9780325000138","La ensenanza de la lectura y la escritura en espa?ol en el aula bilingue","l","Freeman, Yvonne S.","","","","","","372.6","F855","372.6 F855l","x"
"9781416606963","Mobilizing the Community to Help Students Succeed","m","Price, Hugh B.","","","","","","371.1","P945","371.1 P945m","x"
"9781416603580","Results Now: How We Can Achieve Unprecedented Improvements in Teaching and Learning","r","Schmoker, Mike","","","","","","371.2","Sch356","371.2 Sch356r","x"
"9780791009383","Robinson Crusoe (Major Literary Characters)","r","Bloom, Harold","","","","","","823.5","B655","823.5 B655r","x"
"9780761516750","Setting Limits in the Classroom: How to Move Beyond the Dance of Discipline in Today's Classrooms","s","MacKenzie, Robert J.","","","","","","371.1","M157","371.1 M157s","x"
"9780915556373","Smart Moves: Why Learning Is Not All in Your Head","s","Hannaford, Carla","","","","","","612.8","H243","612.8 H243s","x"
"9781930556355","Teaching Matters: Motivating and Inspiring Yourself","t","Whitaker, Todd; Whitaker, Beth","","","","","","371.1","W578","371.1 W578t","x"
"9780673294319","World Writers Today","w","Wesley, Addison","","","","","","808.0","W513","808.0 W513w","x"
"9789589446942","ALMARIO-UNA MIRADA EXISTENCIAL A LA ADOLESCENCIA-2A. ED.-MANUAL MODERNO","a","ALMARIO","","","","","","155.5","Al445","155.5 Al445a","x"
"9780205571741","Blueprint for Exceptional Writing","b","Fontenot, Jennifer A.","","","","","","372.6","F683","372.6 F683b","x"
"9780230438200","Breakthrough 2 Plus - Student Book with Digibook Pass","b","Craven, Miles","","","","","","428.2","C898","428.2 C898b","x"
"9780230438132","Breakthrough Plus 1 Elementary Student Book plus Digibook pack","b","Craven, Miles","","","","","","428.2","C898","428.2 C898b","x"
"9780230438330","Breakthrough Plus 4 Upper Intermediate Student Book plus Digibook pack","b","Craven, Miles","","","","","","428.2","C898","428.2 C898b","x"
"9780230443600","Breakthrough Plus Intro Teacher's Book with Digibook Access","b","Craven, Miles","","","","","","428.2","C898","428.2 C898b","x"
"9780230438224","Breakthrough Plus Teacher s Book + Digibook Code + Test Generator Level 2","b","Craven, Miles","","","","","","428.2","C898","428.2 C898b","x"
"9780071285087","Excellent English Workbook 1","e","Mackay","","","","","","428.2","M153","428.2 M153e","x"
"9780131992665","Fifty Strategies for Teaching English Language Learners","f","Herrell, Adrienne L.; Jordan, Michael L.","","","","","","428.2","H564","428.2 H564f","x"
"9780472033560","Four Point Reading and Writing 1: Intermediate English for Academic Purposes","f","Folse, Keith S.","","","","","","428.2","F671","428.2 F671f","x"
"9780863557026","Innovations in Pre-service Education and Training for English Language Teachers","i","Edge, Mann","","","","","","428.0","Ed23","428.0 Ed23i","x"
"9780521601719","Interchange 1 Student's Book","i","Richards, Jack C.; Hull, Jonathan; Proctor, Susan","","","","","","428.2","R516","428.2 R516i","x"
"9780521688185","Kid's Box 4 Pupil's Book","k","Nixon, Caroline; Tomlinson, Michael","","","","","","428.0","N736","428.0 N736k","x"
"9782761383462","LEAP 1 - Listening and Speaking Book + eText + MyLab","l","Beatty","","","","","","428.2","B369","428.2 B369l","x"
"9780230459724","Open Mind - Level 3 - Students Book Pack","o","Rogers, Mickey ","","","","","","428.3","R728","428.3 R728o","x"
"9780230459045","openMind 2nd Edition AE Level 1 Student's Book Pack Premium","o","al, Rogers et","","","","","","428.2","Al316","428.2 Al316o","x"
"9780230459373","openMind 2nd Edition AE Level 2 Student's Book Pack Premium","o","al, Rogers et","","","","","","428.2","Al316","428.2 Al316o","x"
"9780230469686","openMind 2nd Edition AE Starter Level Student's Book & Workbook Pack Premium","o","al, Rogers et","","","","","","428.2","Al316","428.2 Al316o","x"
"9786074731118","openMind Level 1 Student's Book","o","Taylore-Knowles, Joanne; Rogers, S. Mickey","","","","","","428.3","T247","428.3 T247o","x"
"9781905248049","QSE Quick Smart English Intermediate Student's Book with CD 1 (Listening)","q","Wilson, Ken; Tomalin, Mary","","","","","","428.3","W749","428.3 W749q","x"
"9780073128344","Quest Intro Level Reading and Writing Teacher's Edition","q","Sherman, Kristin D.","","","","","","428.0","Sh553","428.0 Sh553q","x"
"9780073267098","Quest Level 1 Listening and Speaking Teacher's Edition with Tests","q","Sherman, Kristin D.","","","","","","428.5","Sh553","428.5 Sh553q","x"
"9780071119245","Quest: Introduction to Listening and Speaking, Student Book","q","Blass","","","","","","428.3","B644","428.3 B644q","x"
